params,rank_by_CV_mean_test_rmse,CV_mean_train_rmse,CV_mean_test_rmse,mean_train_rmse,mean_test_rmse,Train Years,Validate Year,model
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 1.0}",809,134893.5558542887,155645.53828764503,136604.55929388915,135923.23864708786,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",812,134893.5558542887,155645.53828764503,136604.55929388915,135923.23864708786,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",812,134893.5558542887,155645.53828764503,136604.55929388915,135923.23864708786,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 1.0}",812,134893.5558542887,155645.53828764503,136604.55929388918,135923.23864708786,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",815,134963.17250381282,155650.96010554614,136701.89649597547,135966.28113310144,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",816,134963.17250381282,155650.96010554614,136701.89649597547,135966.28113310144,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",816,134963.17250381282,155650.96010554614,136701.89649597547,135966.28113310144,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",816,134963.17250381282,155650.96010554614,136701.89649597547,135966.28113310144,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",816,134963.17250381282,155650.96010554614,136701.89649597547,135966.28113310147,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",816,134963.17250381282,155650.96010554614,136701.89649597547,135966.28113310144,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",816,134963.17250381282,155650.96010554614,136701.89649597547,135966.28113310144,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",816,134963.17250381282,155650.96010554614,136701.89649597547,135966.28113310144,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",823,134963.17250381282,155650.96010554617,136701.89649597547,135966.28113310144,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.1, 'min_samples_split': 0.5, 'n_estimators': 10, 'subsample': 0.75}",824,133521.75271077783,155775.13853297403,135236.10797611903,130156.54208117539,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",825,136740.12033851305,155854.41727726802,137307.03706100822,136870.0591217014,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.1, 'min_samples_split': 0.5, 'n_estimators': 10, 'subsample': 0.75}",826,133597.18088230517,155860.40580250588,135223.2547336658,130308.98114210895,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 1.0}",827,132165.7790666343,155970.6919157129,133882.3276740545,135922.78491779146,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",828,135657.12705847505,156018.0421101834,139061.56807117094,138864.59941245045,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 1.0}",829,138868.0715846412,156376.31540151738,139498.83142310294,138711.35611182862,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.1, 'min_samples_split': 0.5, 'n_estimators': 10, 'subsample': 0.75}",830,133655.22810750737,156433.15512360612,134613.5422496974,129751.68818703233,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 1.0}",831,136240.23643622114,156492.26447414394,136016.5987137648,136371.43568138572,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.1, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.5}",832,135888.8938793382,156496.73627237786,139195.63554071437,136899.6221825903,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 1.0}",833,137771.81732062585,156562.0000740345,140542.1921175347,140094.4703875116,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 1.0}",834,136800.0827002639,156691.20792167023,137177.9421006936,136845.83053593975,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 1.0}",835,137706.98747790628,156884.3044741925,140788.75286774183,139822.3810384515,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.025, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 1.0}",836,134325.2314811246,156905.0831164903,137907.33788855196,135027.96916213428,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.025, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.1, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",837,138265.36797950396,156972.93350768957,136428.39465037573,133188.7422975732,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.1, 'min_samples_split': 0.30000000000000004, 'n_estimators': 10, 'subsample': 0.5}",838,133815.39127582102,157024.10975824826,136966.00551584276,132809.39284267314,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.025, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 1.0}",839,132068.19384747001,157128.25712605694,131354.41734266168,128827.697653935,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",840,137354.65249955168,157314.60503965343,138320.43572089353,138150.6127626826,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",841,138567.517133505,157353.09661907755,138802.42935192818,138058.72499935387,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 1.0}",842,138320.8806587968,157375.62093679784,140536.2366337502,139974.0665843801,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.025, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 0.75}",843,135070.34539755306,157960.81443935042,137790.8561634381,133987.30757169108,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.025, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.1, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",844,135080.28316715086,158267.03336676312,136229.76488219752,133090.36687199,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",845,140449.89119131252,158718.72424206373,143078.15648404622,141864.14910451032,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",846,140435.4357259224,158737.48115840202,142732.07432522552,141906.1449381286,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 10, 'subsample': 0.5}",847,137950.13571198224,158758.86191830746,139887.24371061928,136231.5317181955,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",848,140417.81243002764,158862.3768767748,142208.31040065677,140942.64127419548,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 1.0}",849,138317.04658393687,158867.8416432249,139209.27297305365,139020.27849338757,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",850,140048.561709794,158936.29145496612,142261.1338712423,141206.20171287228,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",851,139121.3013864871,159031.34645410057,141180.53349951046,140662.9114042535,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.025, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.1, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",852,136677.37294725678,159035.91896212718,133910.19513022035,130489.26177096355,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",853,138500.86692355043,159129.02977085637,140561.1891785723,140413.68947606208,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.75}",854,141793.72389939404,159185.25745418938,143507.15773259,142169.42500633484,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",855,140155.6320645946,159203.03406066293,143271.07014314586,142563.39057749443,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",856,138300.41795184067,159285.91069408972,140736.77560083204,141111.8140085518,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",857,137500.9880510724,159286.49748094758,140060.83932321853,141068.3782025866,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",858,138674.11942964536,159302.3278942472,138026.1528245074,138259.9681177635,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",859,138929.717454081,159345.51616702092,141346.2272433867,140964.30832910683,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 10, 'subsample': 0.5}",860,137837.33584491632,159362.34646510502,140136.7328244119,136067.67461259337,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",861,140145.95785478342,159386.59826271402,142093.64590965374,140682.45300022012,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",862,140164.34259878946,159412.45889960125,142636.4822150989,141814.77929936937,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",863,138294.01076319025,159426.18514943295,140814.32629901113,140749.8020117171,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",864,139340.52238009888,159427.03560040027,141812.67111844246,141459.40018993427,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",865,139164.88008588075,159451.1997986082,141282.37732650424,140743.8769964152,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",866,139342.03881888752,159462.62402849706,141269.98227676214,140674.79648551505,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 0.75}",867,142331.98085624992,159468.9877136376,143444.81486344873,142102.26233955356,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 10, 'subsample': 0.5}",868,138408.3444218828,159513.33144757504,139342.79783876744,134798.41278929266,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 0.75}",869,143049.65536335993,159534.30138048212,145023.95033338026,143121.33186393458,[2016],[2017],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",870,138300.7374069268,159540.29739989497,140750.45744357727,140575.17230428543,[2016],[2017],Boosting
